FILE_NAME,DATE_ANNOTATED,MKGROUP,TOTAL_NUM_MK,IDABLE_NUM_MK,MKIDS,TOYS,UNKNOWN_GUESS,COMMENTS
20220421_SD02_4765.JPG,2022-06-27,Instigators,3,2,"[49Y, 79G, 35Y]",Dumbbell,,
20220421_SD02_4766.JPG,2022-06-27,Instigators,3,3,"[49Y, 79G, 35Y]",Dumbbell,,
20220421_SD02_4767.JPG,2022-06-27,Instigators,3,3,"[49Y, 79G, 35Y]",Dumbbell,,
20220421_SD02_4768.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220421_SD02_4769.JPG,2022-06-27,Instigators,1,1,[86I],,,
20220421_SD02_4770.JPG,2022-06-27,Instigators,3,3,"[68E, 42K, 79G]",,,
20220421_SD02_4771.JPG,2022-06-27,Instigators,3,3,"[68E, 42K, 79G]",,,
20220421_SD02_4773.JPG,2022-06-27,Instigators,3,3,"[70G, 58K , 49Y, Unknown1]",,I,
20220421_SD02_4774.JPG,2022-06-27,Instigators,3,3,"[70G, 58K , 49Y]",,,
20220421_SD02_4775.JPG,2022-06-27,Instigators,3,3,"[70G, 58K , 49Y]",,,
20220421_SD02_4776.JPG,2022-06-27,Instigators,3,3,"[68E, 79G, 42K]",,,
20220421_SD02_4779.JPG,2022-06-27,Instigators,1,1,[42Z],,,
20220421_SD02_4780.JPG,2022-06-27,Instigators,1,1,[G942],,,
20220421_SD02_4781.JPG,2022-06-27,Instigators,1,1,[G942],,,
20220421_SD02_4784.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220421_SD02_4785.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220421_SD02_4787.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220421_SD02_4788.JPG,2022-06-27,Instigators,2,2,"[Unknown1, Unknown2]",,"J, J",
20220421_SD02_4789.JPG,2022-06-27,Instigators,2,2,"[Unknown1, Unknown2]",,"J, J",
20220421_SD02_4790.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220421_SD02_4792.JPG,2022-06-27,Instigators,2,2,"[Unknown1, Unknown2]",,"J, J",
20220421_SD02_4793.JPG,2022-06-27,Instigators,2,2,"[Unknown1, Unknown2]",,"J, J",
20220421_SD02_4795.JPG,2022-06-27,Instigators,2,2,"[Unknown1, Unknown2]",,"J, J",
20220421_SD02_4797.JPG,2022-06-27,Instigators,2,2,"[79G, Unknown1]",,J,
20220421_SD02_4798.JPG,2022-06-27,Instigators,3,2,"[79G, Unknown1, Unknown2]",,"J, Juvenile",
20220421_SD02_4800.JPG,2022-06-27,Instigators,2,2,"[79G, 167I]",,,
20220421_SD02_4801.JPG,2022-06-27,Instigators,3,2,"[79G, Unknown1, Unknown2]",,"Juvenile, Juvenile",
20220421_SD02_4803.JPG,2022-06-27,Instigators,2,2,"[79G, Unknown1]",,Juvenile,
20220421_SD02_4804.JPG,2022-06-27,Instigators,2,2,"[79G, Unknown1]",,Juvenile,
20220421_SD02_4806.JPG,2022-06-27,Instigators,2,2,"[79G, Unknown1]",,Juvenile,
20220421_SD02_4807.JPG,2022-06-27,Instigators,2,2,"[79G, Unknown1]",,Juvenile,
20220421_SD02_4808.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220421_SD02_4809.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220421_SD02_4810.JPG,2022-06-27,Instigators,1,1,[79G],,,
20220421_SD02_4811.JPG,2022-06-27,Instigators,1,1,[79G],,,
20220421_SD02_4814.JPG,2022-06-27,Instigators,1,1,[79G],,,
20220421_SD02_4815.JPG,2022-06-27,Instigators,1,1,"[79G, Unknown1]",,Juvenile,
20220421_SD02_4817.JPG,2022-06-27,Instigators,2,1,"[79G, Unknown1]",,Juvenile,
20220421_SD02_4818.JPG,2022-06-27,Instigators,2,2,"[79G, Unknown1]",,Juvenile,
20220421_SD02_4819.JPG,2022-06-27,Instigators,2,1,"[79G, Unknown1]",,Juvenile,
20220421_SD02_4823.JPG,2022-06-27,Instigators,1,1,[79G],,,
20220421_SD02_4825.JPG,2022-06-27,Instigators,1,1,[59E],,,
20220421_SD02_4826.JPG,2022-06-27,Instigators,1,1,[59E],,,
20220421_SD02_4827.JPG,2022-06-27,Instigators,1,1,[59E],,,
20220421_SD02_4828.JPG,2022-06-27,Instigators,2,2,"[59E, Unknown1]",,Juvenile,
20220421_SD02_4829.JPG,2022-06-27,Instigators,2,2,"[59E, Unknown1]",,Juvenile,
20220421_SD02_4831.JPG,2022-06-27,Instigators,1,1,[59E],,,
20220421_SD02_4832.JPG,2022-06-27,Instigators,1,1,[59E],,,
20220421_SD02_4834.JPG,2022-06-27,Instigators,2,2,"[59E, Unknown1]",,Juvenile,
20220421_SD02_4835.JPG,2022-06-27,Instigators,2,2,"[59E, Unknown1]",,Juvenile,
20220421_SD02_4837.JPG,2022-06-27,Instigators,2,2,"[59E, Unknown1]",,Juvenile,
20220421_SD02_4838.JPG,2022-06-27,Instigators,2,2,"[79G, Unknown1]",,Juvenile,
20220421_SD02_4839.JPG,2022-06-27,Instigators,2,2,"[79G, Unknown1]",,Juvenile,
20220421_SD02_4840.JPG,2022-06-27,Instigators,1,1,[42Z],,,
20220421_SD02_4841.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220421_SD02_4845.JPG,2022-06-27,Instigators,2,2,"[59E, 134J]",,,
20220421_SD02_4846.JPG,2022-06-27,Instigators,2,2,"[59E, 134J]",,,
20220421_SD02_4847.JPG,2022-06-27,Instigators,2,2,"[59E, 134J]",,,
20220421_SD02_4849.JPG,2022-06-27,Instigators,2,2,"[167I, 134J]",,,
20220421_SD02_4850.JPG,2022-06-27,Instigators,2,2,"[167I, 134J]",,,
20220421_SD02_4851.JPG,2022-06-27,Instigators,2,2,"[167I, 134J]",,,
20220421_SD02_4855.JPG,2022-06-27,Instigators,2,2,"[59E, Unknown1]",,Juvenile,
